entity_id,season,metric,value,sample_size,available_at_utc,source_manifest_hash
ARI,2020,offense_pass_epa_per_dropback,0.03726109203521864,604,2021-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ARI,2020,offense_rush_epa_per_carry,0.06040447203383818,479,2021-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ARI,2021,offense_pass_epa_per_dropback,0.12748030889238735,630,2022-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ARI,2021,offense_rush_epa_per_carry,-0.018097438730980676,496,2022-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ARI,2022,offense_pass_epa_per_dropback,-0.12297261395330217,710,2023-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ARI,2022,offense_rush_epa_per_carry,-0.023930187819038974,434,2023-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ARI,2023,offense_pass_epa_per_dropback,-0.1689722269968293,597,2024-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ARI,2023,offense_rush_epa_per_carry,0.0396230445325376,471,2024-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ARI,2024,offense_pass_epa_per_dropback,0.11261142967317185,573,2025-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ARI,2024,offense_rush_epa_per_carry,0.046898332672685714,463,2025-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ARI,2025,offense_pass_epa_per_dropback,0.00672257030183359,708,2026-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ARI,2025,offense_rush_epa_per_carry,-0.058756431757927635,366,2026-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ATL,2020,offense_pass_epa_per_dropback,0.10419460844629153,669,2021-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ATL,2020,offense_rush_epa_per_carry,-0.10276991579436306,409,2021-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ATL,2021,offense_pass_epa_per_dropback,-0.027429393996624064,613,2022-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ATL,2021,offense_rush_epa_per_carry,-0.1654529773093452,393,2022-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ATL,2022,offense_pass_epa_per_dropback,0.028090338865941207,452,2023-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ATL,2022,offense_rush_epa_per_carry,0.01907596538593724,559,2023-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ATL,2023,offense_pass_epa_per_dropback,-0.07540598445859825,570,2024-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ATL,2023,offense_rush_epa_per_carry,-0.1231801413915079,522,2024-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ATL,2024,offense_pass_epa_per_dropback,0.058065459860371024,591,2025-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ATL,2024,offense_rush_epa_per_carry,0.0002594236133709121,495,2025-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ATL,2025,offense_pass_epa_per_dropback,0.007371447280375928,571,2026-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
ATL,2025,offense_rush_epa_per_carry,-0.04025862844639636,477,2026-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BAL,2020,offense_pass_epa_per_dropback,0.08918617451140985,438,2021-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BAL,2020,offense_rush_epa_per_carry,0.12418755935697579,555,2021-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BAL,2021,offense_pass_epa_per_dropback,-0.0011047988787656953,668,2022-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BAL,2021,offense_rush_epa_per_carry,0.02034481333721958,517,2022-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BAL,2022,offense_pass_epa_per_dropback,-0.03269602108082089,526,2023-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BAL,2022,offense_rush_epa_per_carry,0.06219344278527803,526,2023-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BAL,2023,offense_pass_epa_per_dropback,0.11751783757967658,535,2024-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BAL,2023,offense_rush_epa_per_carry,0.012580754235847036,541,2024-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BAL,2024,offense_pass_epa_per_dropback,0.34025723781447886,501,2025-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BAL,2024,offense_rush_epa_per_carry,0.0908788135983092,554,2025-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BAL,2025,offense_pass_epa_per_dropback,0.009657847117733199,467,2026-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BAL,2025,offense_rush_epa_per_carry,0.08326048384888016,507,2026-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BUF,2020,offense_pass_epa_per_dropback,0.2847098651368128,623,2021-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BUF,2020,offense_rush_epa_per_carry,-0.05145493004602073,411,2021-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BUF,2021,offense_pass_epa_per_dropback,0.11447332221948163,682,2022-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BUF,2021,offense_rush_epa_per_carry,0.0659824822936102,461,2022-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BUF,2022,offense_pass_epa_per_dropback,0.15804967369431466,607,2023-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BUF,2022,offense_rush_epa_per_carry,0.02879959024812945,430,2023-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BUF,2023,offense_pass_epa_per_dropback,0.1520610252399791,603,2024-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BUF,2023,offense_rush_epa_per_carry,0.06680194720690155,512,2024-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BUF,2024,offense_pass_epa_per_dropback,0.24844890775154102,534,2025-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BUF,2024,offense_rush_epa_per_carry,0.09801481997091074,491,2025-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BUF,2025,offense_pass_epa_per_dropback,0.18142207771811972,535,2026-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
BUF,2025,offense_rush_epa_per_carry,0.07547571959010463,547,2026-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CAR,2020,offense_pass_epa_per_dropback,0.02085474374493145,586,2021-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CAR,2020,offense_rush_epa_per_carry,-0.020000263229970505,407,2021-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CAR,2021,offense_pass_epa_per_dropback,-0.20308423804136347,651,2022-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CAR,2021,offense_rush_epa_per_carry,-0.04080660579354389,455,2022-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CAR,2022,offense_pass_epa_per_dropback,-0.08478438718734717,493,2023-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CAR,2022,offense_rush_epa_per_carry,0.01632593635974242,483,2023-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CAR,2023,offense_pass_epa_per_dropback,-0.24065468615241545,651,2024-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CAR,2023,offense_rush_epa_per_carry,-0.07470317890678677,445,2024-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CAR,2024,offense_pass_epa_per_dropback,-0.0845811585236491,583,2025-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CAR,2024,offense_rush_epa_per_carry,0.009130934324550163,410,2025-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CAR,2025,offense_pass_epa_per_dropback,-0.05024470324555373,550,2026-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CAR,2025,offense_rush_epa_per_carry,-0.04198597831931691,461,2026-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CHI,2020,offense_pass_epa_per_dropback,-0.010864610105835318,650,2021-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CHI,2020,offense_rush_epa_per_carry,-0.033101118699675004,393,2021-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CHI,2021,offense_pass_epa_per_dropback,-0.15436732255307728,600,2022-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CHI,2021,offense_rush_epa_per_carry,-0.04225619974286278,475,2022-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CHI,2022,offense_pass_epa_per_dropback,-0.19600825281746062,435,2023-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CHI,2022,offense_rush_epa_per_carry,0.0903267760540721,558,2023-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CHI,2023,offense_pass_epa_per_dropback,-0.11483064031643508,563,2024-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CHI,2023,offense_rush_epa_per_carry,0.03820913131333385,534,2024-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CHI,2024,offense_pass_epa_per_dropback,-0.08409213124124322,634,2025-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CHI,2024,offense_rush_epa_per_carry,-0.06351178119815153,431,2025-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CHI,2025,offense_pass_epa_per_dropback,0.08009688301048423,598,2026-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CHI,2025,offense_rush_epa_per_carry,0.06526925421974984,505,2026-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
CIN,2020,offense_pass_epa_per_dropback,0.02475400680935416,629,2021-02-15T00:00:00Z,f49426255095b6fb1e4458a8912f1cca336665dcc0fb378794de6e277fa75eeb
