team_id,target_season,as_of_utc,returning_offensive_snap_percentage,returning_defensive_snap_percentage,returning_special_teams_snap_percentage,returning_qb_dropback_percentage,returning_receiver_target_percentage,returning_rushing_attempt_percentage,returning_offensive_line_snap_percentage,returning_pass_rush_snap_percentage,returning_secondary_snap_percentage,starter_changes_offense,starter_changes_defense,early_season_performance_residual,source_manifest_hash
NYJ,2021,2021-08-01T00:00:00Z,0.6132916628366578,0.41581551228854136,0.45728334357713585,,,,,,,,,0.05080874283944792,daec211cfe940ff0b8c175d9b16010e7
NYJ,2022,2022-08-01T00:00:00Z,0.61404536703775,0.6519844000917642,0.45872274143302183,,,,,,,,,0.004698911765896027,daec211cfe940ff0b8c175d9b16010e7
NYJ,2023,2023-08-01T00:00:00Z,0.5973231045458255,0.7584278638760186,0.6683804627249358,,,,,,,,,-0.16406962109314488,daec211cfe940ff0b8c175d9b16010e7
NYJ,2024,2024-08-01T00:00:00Z,0.5892989843943522,0.725811610426995,0.7208255159474671,,,,,,,,,0.23848567188378234,daec211cfe940ff0b8c175d9b16010e7
NYJ,2025,2025-08-01T00:00:00Z,0.5274603445335153,0.5976874950502891,0.4931449061379456,,,,,,,,,-0.11342642429674267,daec211cfe940ff0b8c175d9b16010e7
CAR,2021,2021-08-01T00:00:00Z,0.5764322802076917,0.5868818681318682,0.5613656006914434,,,,,,,,,-0.14140238178821973,daec211cfe940ff0b8c175d9b16010e7
CAR,2022,2022-08-01T00:00:00Z,0.7111322098267268,0.6480909014955302,0.5520854321982672,,,,,,,,,0.10328418605909923,daec211cfe940ff0b8c175d9b16010e7
CAR,2023,2023-08-01T00:00:00Z,0.6502326413743736,0.7083988675684177,0.610048309178744,,,,,,,,,-0.14215902035554873,daec211cfe940ff0b8c175d9b16010e7
CAR,2024,2024-08-01T00:00:00Z,0.6821742226441966,0.4590728933310357,0.6004519309778144,,,,,,,,,0.12349044990530922,daec211cfe940ff0b8c175d9b16010e7
CAR,2025,2025-08-01T00:00:00Z,0.8555477404606998,0.4941782355575459,0.44696248333650734,,,,,,,,,0.011849767457784696,daec211cfe940ff0b8c175d9b16010e7
IND,2021,2021-08-01T00:00:00Z,0.740392826643894,0.797183568035997,0.8158922295978134,,,,,,,,,-0.0357575825289953,daec211cfe940ff0b8c175d9b16010e7
IND,2022,2022-08-01T00:00:00Z,0.5481499632443029,0.5937187604131956,0.5174108971732896,,,,,,,,,-0.2195429121946084,daec211cfe940ff0b8c175d9b16010e7
IND,2023,2023-08-01T00:00:00Z,0.6814627596556354,0.5711775043936731,0.588376753507014,,,,,,,,,0.132562280320065,daec211cfe940ff0b8c175d9b16010e7
IND,2024,2024-08-01T00:00:00Z,0.8280012670256572,0.8330746546639765,0.774410163339383,,,,,,,,,-0.021329364015037176,daec211cfe940ff0b8c175d9b16010e7
IND,2025,2025-08-01T00:00:00Z,0.8001170862256419,0.6266121421830765,0.6192046556741028,,,,,,,,,0.12894944104806313,daec211cfe940ff0b8c175d9b16010e7
