player_id,season,value,dropbacks,recency_dropbacks,years_experience,available_at_utc,source_manifest_hash
00-0034857,2021,0.1575412216423498,740,2534.0,4.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0034857,2022,0.10994760230171392,689,1845.0,5.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0034857,2023,0.12298532009363242,675,1170.0,6.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0034857,2024,0.25900849786083274,586,584.0,7.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0034857,2025,0.1298842580282989,584,0.0,8.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0034869,2020,-0.21778835130787433,398,1882.0,3.0,2021-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0034869,2021,-0.18621596925722167,442,1440.0,4.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0034869,2022,0.1484331153417921,147,1293.0,5.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0034869,2023,-0.002587891807473067,51,1242.0,6.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0034869,2024,0.01001674981564555,643,599.0,7.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0034869,2025,0.1448351854335801,599,0.0,8.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0034899,2020,-0.10205501198583294,47,69.0,1.0,2021-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0034899,2022,-0.28621360963615416,69,0.0,3.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0034955,2020,-0.041112021005376226,41,136.0,1.0,2021-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0034955,2022,-0.3044671673310419,96,40.0,3.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0034955,2023,-0.49313228768533596,40,0.0,4.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035040,2022,-0.07661951056312775,63,0.0,1.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035100,2023,0.08713461618093646,268,134.0,1.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035100,2025,-0.3947049521749235,134,0.0,3.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035146,2022,-0.4336786820975087,86,0.0,4.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035228,2020,0.028344807209251855,579,2004.0,2.0,2021-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035228,2021,0.06910631451952326,550,1454.0,3.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035228,2022,-0.040677014059866845,418,1036.0,4.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035228,2023,-0.05723939012837234,289,747.0,5.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035228,2024,0.07807556659695479,570,177.0,6.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035228,2025,0.032319723874228296,177,0.0,7.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035232,2020,-0.16930568053364184,262,0.0,2.0,2021-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035264,2020,-0.39728185123506893,48,197.0,2.0,2021-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035264,2022,-0.05700137879898388,90,107.0,4.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035264,2023,0.06922494789048857,73,34.0,5.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035264,2025,-0.4568814447954456,34,0.0,7.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035282,2023,-0.17165825083881664,187,0.0,5.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035289,2020,0.05033877688800011,357,1007.0,2.0,2021-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035289,2021,0.24063026533935208,66,941.0,3.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035289,2022,0.0960791846283437,81,860.0,4.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035289,2023,-0.01250987960845039,527,333.0,5.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035289,2024,-0.13716316091087255,333,0.0,6.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035652,2020,-0.5886981504886545,41,0.0,2.0,2021-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035704,2020,-0.10341126110286608,464,395.0,2.0,2021-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035704,2021,-0.07736474306052889,119,276.0,3.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035704,2023,-0.019285816760215013,83,193.0,5.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035704,2024,-0.2147513635462461,193,0.0,6.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035710,2020,-0.07155461795511472,494,1938.0,2.0,2021-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035710,2021,-0.03693472305987743,383,1555.0,3.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035710,2022,0.00704795782856534,584,971.0,4.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035710,2023,-0.3448203446029144,191,780.0,5.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035710,2024,-0.09792195024128614,371,409.0,6.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035710,2025,0.13922580484563837,409,0.0,7.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035939,2022,-0.480378858158131,39,0.0,1.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035993,2021,-0.14761703024160985,205,412.0,1.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035993,2022,-0.05739576754816906,148,264.0,2.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035993,2023,0.0926940184175768,41,223.0,3.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035993,2024,-0.1621437301810416,149,74.0,4.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0035993,2025,0.03142057509943677,74,0.0,5.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036197,2021,-0.5326754659384305,66,0.0,2.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036212,2020,-0.06330362916836761,310,2296.0,1.0,2021-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036212,2021,0.051689575274538754,409,1887.0,2.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036212,2022,0.21390267127602205,421,1466.0,3.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036212,2023,0.15052568390052995,630,836.0,4.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036212,2024,0.2033800771908375,421,415.0,5.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036212,2025,0.019177144647844476,415,0.0,6.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036264,2021,-0.14912139415963468,66,1670.0,2.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036264,2022,0.17600141192009805,20,1650.0,3.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036264,2023,0.1601594874721833,665,985.0,4.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036264,2024,0.09991338925891699,477,508.0,5.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036264,2025,0.25329361688930074,508,0.0,6.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036312,2020,-0.30617021818365536,118,0.0,1.0,2021-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036355,2020,0.1300650555487291,626,3161.0,1.0,2021-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036355,2021,0.14947211253513704,709,2452.0,2.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036355,2022,0.020727896704245595,782,1670.0,3.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036355,2023,0.022728640478621446,486,1184.0,4.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036355,2024,0.07305890332325238,581,603.0,5.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036355,2025,-0.014550451934480395,603,0.0,6.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036384,2020,-0.5595794589317965,49,0.0,1.0,2021-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036389,2020,-0.033413432688643024,161,2733.0,1.0,2021-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036389,2021,0.014961732414232152,505,2228.0,2.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036389,2022,0.09275793184236156,590,1638.0,3.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036389,2023,0.0619836738796634,613,1025.0,4.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036389,2024,0.13080556737066662,503,522.0,5.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036389,2025,0.04297187840192307,522,0.0,6.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036442,2020,0.07909284767647888,433,2869.0,1.0,2021-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036442,2021,0.12224844426606003,732,2137.0,2.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036442,2022,0.12397155017626534,770,1367.0,3.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036442,2023,0.002584974954088091,388,979.0,4.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036442,2024,0.14340122437991612,701,278.0,5.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036442,2025,0.09914564058539382,278,0.0,6.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036879,2022,-0.3529020223305694,115,0.0,2.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036898,2021,-0.11716652578672568,424,760.0,1.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036898,2022,-0.14512789453131988,511,249.0,2.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036898,2023,-0.1479147512339599,42,207.0,3.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036898,2024,-0.2733875337289646,38,169.0,4.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036898,2025,-0.09893651943711994,169,0.0,5.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036929,2021,-1.0617789263882773,28,0.0,1.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036945,2021,-0.21283791431468432,304,1204.0,1.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036945,2022,-0.2230273790833356,377,827.0,2.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036945,2023,-0.11035075405008564,416,411.0,3.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036945,2024,0.00700718016708724,178,233.0,4.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036945,2025,-0.0932759394264432,233,0.0,5.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036971,2021,-0.11070085050747952,636,2242.0,1.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036971,2022,0.10372134694322967,704,1538.0,2.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036971,2023,-0.03632060434567099,602,936.0,3.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036971,2024,-0.010758889506643242,305,631.0,4.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036971,2025,0.05315009285569303,631,0.0,5.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036972,2021,0.05924616174830084,590,1433.0,1.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036972,2022,-0.08855514321709936,478,955.0,2.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036972,2023,-0.1864690376332182,368,587.0,3.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036972,2024,-0.019029344570934466,279,308.0,4.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0036972,2025,0.11646740836563418,308,0.0,5.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0037012,2021,0.14246569927334826,75,137.0,1.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0037012,2022,-0.2947185542625977,33,104.0,2.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0037012,2024,-0.32059344658166167,45,59.0,4.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0037012,2025,-0.6507301798802074,59,0.0,5.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0037013,2021,-0.2229324675421892,429,678.0,1.0,2022-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0037013,2022,-0.1366454903843779,265,413.0,2.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0037013,2023,-0.25795502929744646,413,0.0,3.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0037077,2022,-0.3391720244500942,22,679.0,1.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0037077,2023,-0.17594991397822513,679,0.0,2.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0037175,2022,-0.40075896326995886,52,0.0,1.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0037324,2025,-0.4831882461855918,62,0.0,4.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0037327,2022,-0.2630941651665332,161,39.0,1.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0037327,2024,-0.39771859338495175,39,0.0,3.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0037834,2022,0.23250358325690146,249,1421.0,1.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0037834,2023,0.27443557152449616,580,841.0,2.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0037834,2024,0.16229509052075117,482,359.0,3.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0037834,2025,0.12704721817848197,359,0.0,4.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038102,2022,-0.020893022720154288,417,446.0,1.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038102,2023,-0.13406576860295008,347,99.0,2.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038102,2024,0.015256086148902502,47,52.0,3.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038102,2025,-0.5498005653541521,52,0.0,4.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038108,2022,0.07841855008807716,98,268.0,1.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038108,2023,-0.36556058546249187,236,32.0,2.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038108,2024,-0.5265251690125182,32,0.0,3.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038122,2022,-0.04965353282862419,124,514.0,1.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038122,2023,-0.0919567394188416,420,94.0,2.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038122,2024,-0.23412082902424347,94,0.0,3.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038128,2022,-0.5470097049467599,71,101.0,1.0,2023-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038128,2024,0.2428514165932915,63,38.0,3.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038128,2025,0.7390638180456653,38,0.0,4.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038400,2024,0.3122917718361644,47,46.0,2.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038400,2025,-0.053520394446926516,46,0.0,3.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038416,2023,-0.21659362908330732,149,0.0,1.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038476,2023,-0.22940573118579394,215,50.0,1.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038476,2024,-0.16017864980618468,50,0.0,2.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038579,2023,-0.06031916335251614,367,277.0,1.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038579,2024,0.00981102832040314,254,23.0,2.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038579,2025,-0.25494313784110345,23,0.0,3.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038582,2023,-1.2410551133091627,28,20.0,1.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038582,2025,-0.9949672261049273,20,0.0,3.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038583,2023,-0.3342976480679448,117,126.0,1.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038583,2024,-0.5646122775663297,126,0.0,2.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038598,2023,-0.5281684498932232,24,0.0,1.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0038998,2024,-0.3321884256391364,45,0.0,2.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039150,2023,-0.2804916799783361,589,962.0,1.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039150,2024,-0.0732497342069132,414,548.0,2.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039150,2025,-0.05445305497066914,548,0.0,3.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039152,2023,-0.04646224575165692,282,344.0,1.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039152,2024,-0.19046201203564467,344,0.0,2.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039163,2023,0.10795595280974679,588,1186.0,1.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039163,2024,-0.025885828114678166,655,531.0,2.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039163,2025,0.029775821164591713,531,0.0,3.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039164,2023,0.0175579413220208,93,277.0,1.0,2024-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039164,2024,-0.15934685545179322,277,0.0,2.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039376,2024,-0.3391495238594703,250,272.0,1.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039376,2025,-0.13185304303936313,272,0.0,2.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039398,2024,0.40657641833655367,29,24.0,1.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039398,2025,0.02654301500929083,24,0.0,2.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039732,2024,0.01655917933349155,615,684.0,1.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039732,2025,0.08974724032387162,684,0.0,2.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039851,2024,-0.08385738799991534,374,681.0,1.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039851,2025,0.1751481249817407,681,0.0,2.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039910,2024,0.11558989788144547,648,204.0,1.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039910,2025,-0.028900627724275204,204,0.0,2.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039917,2024,0.13351483442346285,109,290.0,1.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039917,2025,-0.003842458850788287,290,0.0,2.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039918,2024,-0.08899852737487557,636,686.0,1.0,2025-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039918,2025,0.08191871260351415,686,0.0,2.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0039923,2025,-0.1981901640415154,273,0.0,2.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0040206,2025,-0.21720499000065469,70,0.0,1.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0040234,2025,-0.061012535094627354,91,0.0,1.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0040398,2025,-0.395051217699571,173,0.0,1.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0040494,2025,-0.688710110673325,85,0.0,1.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0040668,2025,-0.2988679217050534,235,0.0,1.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0040676,2025,-0.19175779303877188,592,0.0,1.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0040691,2025,-0.020801507936533688,375,0.0,1.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0040704,2025,-0.2197832282949481,204,0.0,1.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
00-0040743,2025,-0.0281048233450344,356,0.0,1.0,2026-02-15T00:00:00Z,daec211cfe940ff0b8c175d9b16010e7
