team_id,player_id,starter_probability,as_of_utc,source,season,needs_human_review,source_manifest_hash
IND,00-0039164,0.15,2024-02-15T00:00:00Z,historical_dropback_share,2023,False,daec211cfe940ff0b8c175d9b16010e7
IND,00-0026158,0.48990825688073397,2025-02-15T00:00:00Z,historical_dropback_share,2024,False,daec211cfe940ff0b8c175d9b16010e7
IND,00-0039164,0.5082568807339449,2025-02-15T00:00:00Z,historical_dropback_share,2024,False,daec211cfe940ff0b8c175d9b16010e7
IND,00-0022942,0.16724137931034483,2026-02-15T00:00:00Z,historical_dropback_share,2025,False,daec211cfe940ff0b8c175d9b16010e7
IND,00-0035710,0.7051724137931035,2026-02-15T00:00:00Z,historical_dropback_share,2025,False,daec211cfe940ff0b8c175d9b16010e7
IND,00-0040206,0.1206896551724138,2026-02-15T00:00:00Z,historical_dropback_share,2025,False,daec211cfe940ff0b8c175d9b16010e7
JAX,00-0030520,0.28421052631578947,2021-02-15T00:00:00Z,historical_dropback_share,2020,False,daec211cfe940ff0b8c175d9b16010e7
JAX,00-0035289,0.5368421052631579,2021-02-15T00:00:00Z,historical_dropback_share,2020,False,daec211cfe940ff0b8c175d9b16010e7
JAX,00-0036312,0.1774436090225564,2021-02-15T00:00:00Z,historical_dropback_share,2020,False,daec211cfe940ff0b8c175d9b16010e7
JAX,00-0036971,0.9968652037617555,2022-02-15T00:00:00Z,historical_dropback_share,2021,False,daec211cfe940ff0b8c175d9b16010e7
JAX,00-0036971,0.9818688981868898,2023-02-15T00:00:00Z,historical_dropback_share,2022,False,daec211cfe940ff0b8c175d9b16010e7
JAX,00-0036971,0.9052631578947369,2024-02-15T00:00:00Z,historical_dropback_share,2023,False,daec211cfe940ff0b8c175d9b16010e7
JAX,00-0036971,0.5222602739726028,2025-02-15T00:00:00Z,historical_dropback_share,2024,False,daec211cfe940ff0b8c175d9b16010e7
JAX,00-0036972,0.4777397260273973,2025-02-15T00:00:00Z,historical_dropback_share,2024,False,daec211cfe940ff0b8c175d9b16010e7
JAX,00-0036971,0.9952681388012619,2026-02-15T00:00:00Z,historical_dropback_share,2025,False,daec211cfe940ff0b8c175d9b16010e7
KC,00-0033873,0.932484076433121,2021-02-15T00:00:00Z,historical_dropback_share,2020,False,daec211cfe940ff0b8c175d9b16010e7
KC,00-0033873,0.9784688995215312,2022-02-15T00:00:00Z,historical_dropback_share,2021,False,daec211cfe940ff0b8c175d9b16010e7
KC,00-0033873,0.9873417721518988,2023-02-15T00:00:00Z,historical_dropback_share,2022,False,daec211cfe940ff0b8c175d9b16010e7
KC,00-0033873,0.9521472392638037,2024-02-15T00:00:00Z,historical_dropback_share,2023,False,daec211cfe940ff0b8c175d9b16010e7
KC,00-0033873,0.967479674796748,2025-02-15T00:00:00Z,historical_dropback_share,2024,False,daec211cfe940ff0b8c175d9b16010e7
KC,00-0033873,0.8510301109350238,2026-02-15T00:00:00Z,historical_dropback_share,2025,False,daec211cfe940ff0b8c175d9b16010e7
LA,00-0033106,0.93026706231454,2021-02-15T00:00:00Z,historical_dropback_share,2020,False,daec211cfe940ff0b8c175d9b16010e7
LA,00-0026498,0.9873417721518988,2022-02-15T00:00:00Z,historical_dropback_share,2021,False,daec211cfe940ff0b8c175d9b16010e7
LA,00-0026498,0.564625850340136,2023-02-15T00:00:00Z,historical_dropback_share,2022,False,daec211cfe940ff0b8c175d9b16010e7
LA,00-0034855,0.2465986394557823,2023-02-15T00:00:00Z,historical_dropback_share,2022,False,daec211cfe940ff0b8c175d9b16010e7
LA,00-0034899,0.11734693877551021,2023-02-15T00:00:00Z,historical_dropback_share,2022,False,daec211cfe940ff0b8c175d9b16010e7
LA,00-0026498,0.8964992389649924,2024-02-15T00:00:00Z,historical_dropback_share,2023,False,daec211cfe940ff0b8c175d9b16010e7
LA,00-0026498,0.9313432835820895,2025-02-15T00:00:00Z,historical_dropback_share,2024,False,daec211cfe940ff0b8c175d9b16010e7
LA,00-0026498,1.0,2026-02-15T00:00:00Z,historical_dropback_share,2025,False,daec211cfe940ff0b8c175d9b16010e7
LAC,00-0036355,0.9484848484848485,2021-02-15T00:00:00Z,historical_dropback_share,2020,False,daec211cfe940ff0b8c175d9b16010e7
LAC,00-0036355,0.9957865168539326,2022-02-15T00:00:00Z,historical_dropback_share,2021,False,daec211cfe940ff0b8c175d9b16010e7
LAC,00-0036355,0.9824120603015075,2023-02-15T00:00:00Z,historical_dropback_share,2022,False,daec211cfe940ff0b8c175d9b16010e7
LAC,00-0035282,0.277037037037037,2024-02-15T00:00:00Z,historical_dropback_share,2023,False,daec211cfe940ff0b8c175d9b16010e7
LAC,00-0036355,0.72,2024-02-15T00:00:00Z,historical_dropback_share,2023,False,daec211cfe940ff0b8c175d9b16010e7
LAC,00-0036355,0.9847457627118644,2025-02-15T00:00:00Z,historical_dropback_share,2024,False,daec211cfe940ff0b8c175d9b16010e7
LAC,00-0036355,0.9108761329305136,2026-02-15T00:00:00Z,historical_dropback_share,2025,False,daec211cfe940ff0b8c175d9b16010e7
LV,00-0031280,0.9391304347826087,2021-02-15T00:00:00Z,historical_dropback_share,2020,False,daec211cfe940ff0b8c175d9b16010e7
LV,00-0031280,0.9972375690607734,2022-02-15T00:00:00Z,historical_dropback_share,2021,False,daec211cfe940ff0b8c175d9b16010e7
LV,00-0031280,0.8525641025641025,2023-02-15T00:00:00Z,historical_dropback_share,2022,False,daec211cfe940ff0b8c175d9b16010e7
