bucket_center,margin,empirical_count,baseline_probability,shrinkage_weight,probability
-20.0,-28,0,2.6190197037823508e-05,0.047619047619047616,2.619019703782351e-05
-20.0,-27,0,3.507690362258721e-05,0.047619047619047616,3.507690362258722e-05
-20.0,-26,0,4.669092944741083e-05,0.047619047619047616,4.6690929447410836e-05
-20.0,-25,0,6.17692851472606e-05,0.047619047619047616,6.176928514726062e-05
-20.0,-24,0,8.121596667517983e-05,0.047619047619047616,8.121596667517985e-05
-20.0,-23,0,0.0001061302157775864,0.047619047619047616,0.00010613021577758642
-20.0,-22,0,0.00013783688933991048,0.047619047619047616,0.0001378368893399105
-20.0,-21,0,0.00017791831916547953,0.047619047619047616,0.00016944601825283765
-20.0,-20,0,0.0002282467792376568,0.047619047619047616,0.00021737788498824454
-20.0,-19,0,0.000291016381591074,0.047619047619047616,0.0002771584586581657
-20.0,-18,0,0.00036877290368105844,0.047619047619047616,0.00035121228922005567
-20.0,-17,0,0.0004644397229433641,0.047619047619047616,0.0004423235456603467
-20.0,-16,0,0.0005813377159115374,0.047619047619047616,0.0005536549675347975
-20.0,-15,0,0.000723196692042695,0.047619047619047616,0.0006887587543263761
-20.0,-14,0,0.0008941557024680531,0.047619047619047616,0.0008515768594933838
-20.0,-13,0,0.0010987494204288085,0.047619047619047616,0.001046428019456008
-20.0,-12,0,0.001341877763994615,0.047619047619047616,0.001277978822852014
-20.0,-11,0,0.001628756053316363,0.047619047619047616,0.0015511962412536788
-20.0,-10,0,0.0019648432920258193,0.047619047619047616,0.0018712793257388755
-20.0,-9,0,0.0023557466579985312,0.047619047619047616,0.002243568245712887
-20.0,-8,0,0.002807100996820985,0.047619047619047616,0.0026734295207818904
-20.0,-7,0,0.0033244230350578594,0.047619047619047616,0.00316611717624558
-20.0,-6,0,0.003912941159102949,0.047619047619047616,0.0037266106277170944
-20.0,-5,0,0.00457740291241026,0.047619047619047616,0.004359431345152628
-20.0,-4,0,0.005321863805483426,0.047619047619047616,0.005068441719508024
-20.0,-3,0,0.0061494625481035015,0.047619047619047616,0.005856630998193811
-20.0,-2,0,0.00706218932479899,0.047619047619047616,0.0067258945950466565
-20.0,-1,0,0.008060655152059983,0.047619047619047616,0.007676814430533317
-20.0,0,0,0.009143871579756727,0.047619047619047616,0.008708449123577836
-20.0,1,0,0.010309050926716926,0.047619047619047616,0.009818143739730405
-20.0,2,0,0.011551437772031298,0.047619047619047616,0.011001369306696472
-20.0,3,0,0.01286418247109955,0.047619047619047616,0.012251602353428141
-20.0,4,0,0.014238266959510526,0.047619047619047616,0.01356025424715288
-20.0,5,0,0.015662492005979634,0.047619047619047616,0.014916659053313935
-20.0,6,0,0.017123533368300026,0.047619047619047616,0.016308127017428592
-20.0,7,1,0.018606072022007925,0.047619047619047616,0.02032135129037158
-20.0,8,0,0.02009300083889698,0.047619047619047616,0.019136191275139977
-20.0,9,0,0.021565706900188775,0.047619047619047616,0.02053876847637026
-20.0,10,1,0.02300442518189527,0.047619047619047616,0.02451025906169287
-20.0,11,0,0.02438865582221611,0.047619047619047616,0.023227291259253435
-20.0,12,0,0.025697633767322703,0.047619047619047616,0.024473936921259716
-20.0,13,0,0.026910836495485868,0.047619047619047616,0.025629368090938923
-20.0,14,0,0.0280085129378721,0.047619047619047616,0.026674774226544854
-20.0,15,0,0.028972214825937093,0.047619047619047616,0.027592585548511513
-20.0,16,1,0.02978531064586648,0.047619047619047616,0.030968245217855926
-20.0,17,0,0.030433462271039213,0.047619047619047616,0.02898424978194211
-20.0,18,1,0.03090504522130999,0.047619047619047616,0.03203465909923069
-20.0,19,0,0.031191495350946896,0.047619047619047616,0.029706186048520853
-20.0,20,0,0.0312875675224778,0.047619047619047616,0.02979768335474076
-20.0,21,6,0.031191495350946896,0.047619047619047616,0.045313882236419356
-20.0,22,0,0.03090504522130999,0.047619047619047616,0.030905045221309997
-20.0,23,0,0.03043346227103927,0.047619047619047616,0.030433462271039276
-20.0,24,0,0.029785310645866425,0.047619047619047616,0.02978531064586643
-20.0,25,0,0.028972214825937148,0.047619047619047616,0.02897221482593715
-20.0,26,0,0.0280085129378721,0.047619047619047616,0.028008512937872102
-20.0,27,0,0.026910836495485868,0.047619047619047616,0.02691083649548587
-20.0,28,0,0.025697633767322703,0.047619047619047616,0.025697633767322706
-20.0,29,0,0.024388655822216054,0.047619047619047616,0.024388655822216058
-20.0,30,0,0.02300442518189527,0.047619047619047616,0.023004425181895275
-20.0,31,0,0.021565706900188886,0.047619047619047616,0.021565706900188886
-20.0,32,0,0.02009300083889687,0.047619047619047616,0.020093000838896872
-20.0,33,0,0.018606072022008036,0.047619047619047616,0.01860607202200804
-20.0,34,0,0.01712353336829997,0.047619047619047616,0.01712353336829997
-20.0,35,0,0.015662492005979578,0.047619047619047616,0.015662492005979578
-20.0,36,0,0.014238266959510582,0.047619047619047616,0.014238266959510583
-20.0,37,0,0.01286418247109955,0.047619047619047616,0.012864182471099552
-20.0,38,0,0.01155143777203127,0.047619047619047616,0.011551437772031272
-20.0,39,0,0.010309050926716967,0.047619047619047616,0.010309050926716969
-20.0,40,0,0.009143871579756713,0.047619047619047616,0.009143871579756714
-20.0,41,0,0.008060655152060003,0.047619047619047616,0.008060655152060003
-20.0,42,0,0.007062189324798962,0.047619047619047616,0.007062189324798963
-20.0,43,0,0.006149462548103557,0.047619047619047616,0.006149462548103558
-20.0,44,0,0.0053218638054833844,0.047619047619047616,0.0053218638054833844
-20.0,45,0,0.004577402912410267,0.047619047619047616,0.0045774029124102675
-20.0,46,0,0.003912941159102901,0.047619047619047616,0.0039129411591029015
-20.0,47,0,0.0033244230350578663,0.047619047619047616,0.0033244230350578667
-20.0,48,0,0.0028071009968210214,0.047619047619047616,0.002807100996821022
-20.0,49,0,0.0023557466579985364,0.047619047619047616,0.0023557466579985364
-20.0,50,0,0.001964843292025842,0.047619047619047616,0.001964843292025842
-20.0,51,0,0.0016287560533163603,0.047619047619047616,0.0016287560533163605
-20.0,52,0,0.0013418777639946367,0.047619047619047616,0.0013418777639946369
-20.0,53,0,0.0010987494204287573,0.047619047619047616,0.0010987494204287576
-20.0,54,0,0.0008941557024680913,0.047619047619047616,0.0008941557024680913
-20.0,55,0,0.0007231966920426824,0.047619047619047616,0.0007231966920426826
-20.0,56,0,0.0005813377159115118,0.047619047619047616,0.0005813377159115118
-20.0,57,0,0.0004644397229434105,0.047619047619047616,0.0004644397229434105
-20.0,58,0,0.0003687729036809806,0.047619047619047616,0.00036877290368098064
-20.0,59,0,0.00029101638159112486,0.047619047619047616,0.0002910163815911249
-20.0,60,0,0.0002282467792376064,0.047619047619047616,0.00022824677923760644
-20.0,61,0,0.00017791831916547096,0.047619047619047616,0.000177918319165471
-20.0,62,0,0.00013783688933999283,0.047619047619047616,0.00013783688933999283
-20.0,63,0,0.00010613021577754456,0.047619047619047616,0.00010613021577754457
-20.0,64,0,8.12159666752077e-05,0.047619047619047616,8.121596667520771e-05
-20.0,65,0,6.176928514722846e-05,0.047619047619047616,6.176928514722847e-05
-20.0,66,0,4.669092944742381e-05,0.047619047619047616,4.669092944742382e-05
-20.0,67,0,3.507690362258842e-05,0.047619047619047616,3.5076903622588425e-05
-20.0,68,0,2.619019703775649e-05,0.047619047619047616,2.6190197037756494e-05
-20.0,69,0,1.943502340107095e-05,0.047619047619047616,1.9435023401070953e-05
-20.0,70,0,1.4333760892548675e-05,0.047619047619047616,1.4333760892548676e-05
-20.0,71,0,1.050664427448833e-05,0.047619047619047616,1.0506644274488332e-05
-20.0,72,0,7.654145022573111e-06,0.047619047619047616,7.654145022573113e-06
-20.0,73,0,5.541892909577406e-06,0.047619047619047616,5.541892909577406e-06
-20.0,74,0,3.9879376219076335e-06,0.047619047619047616,3.987937621907634e-06
-20.0,75,0,9.54274456810289e-06,0.047619047619047616,9.542744568102892e-06
-17.0,-75,0,3.540897006724058e-13,0.17355371900826447,3.540897006724058e-13
-17.0,-74,0,2.7240768092298595e-13,0.17355371900826447,2.72407680922986e-13
-17.0,-73,0,4.752961872785203e-13,0.17355371900826447,4.752961872785204e-13
-17.0,-72,0,8.242103863730343e-13,0.17355371900826447,8.242103863730343e-13
-17.0,-71,0,1.4204979360104027e-12,0.17355371900826447,1.4204979360104029e-12
-17.0,-70,0,2.4331669173824324e-12,0.17355371900826447,2.433166917382433e-12
-17.0,-69,0,4.142208649474042e-12,0.17355371900826447,4.142208649474043e-12
-17.0,-68,0,7.008431166251447e-12,0.17355371900826447,7.008431166251448e-12
-17.0,-67,0,1.1785239875286148e-11,0.17355371900826447,1.178523987528615e-11
-17.0,-66,0,1.9696307435842125e-11,0.17355371900826447,1.9696307435842128e-11
-17.0,-65,0,3.271598319747398e-11,0.17355371900826447,3.2715983197473983e-11
-17.0,-64,0,5.400872351982657e-11,0.17355371900826447,5.4008723519826575e-11
-17.0,-63,0,8.861283361152325e-11,0.17355371900826447,8.861283361152326e-11
-17.0,-62,0,1.4449676065905097e-10,0.17355371900826447,1.44496760659051e-10
-17.0,-61,0,2.341792299733926e-10,0.17355371900826447,2.3417922997339264e-10
-17.0,-60,0,3.771962897728685e-10,0.17355371900826447,3.771962897728686e-10
-17.0,-59,0,6.038307523707751e-10,0.17355371900826447,6.038307523707752e-10
-17.0,-58,0,9.607089118463627e-10,0.17355371900826447,9.607089118463629e-10
-17.0,-57,0,1.51913786466446e-09,0.17355371900826447,1.5191378646644603e-09
-17.0,-56,0,2.3874337869756015e-09,0.17355371900826447,2.387433786975602e-09
-17.0,-55,0,3.729016120094217e-09,0.17355371900826447,3.729016120094218e-09
-17.0,-54,0,5.788765598340045e-09,0.17355371900826447,5.788765598340046e-09
-17.0,-53,0,8.931130731824367e-09,0.17355371900826447,8.931130731824369e-09
-17.0,-52,0,1.3694800434078065e-08,0.17355371900826447,1.3694800434078067e-08
-17.0,-51,0,2.0870543017466533e-08,0.17355371900826447,2.0870543017466536e-08
-17.0,-50,0,3.1611169946892965e-08,0.17355371900826447,3.161116994689297e-08
-17.0,-49,0,4.7585668037032386e-08,0.17355371900826447,4.758566803703239e-08
-17.0,-48,0,7.119353408672376e-08,0.17355371900826447,7.119353408672377e-08
-17.0,-47,0,1.0586044480358984e-07,0.17355371900826447,1.0586044480358985e-07
-17.0,-46,0,1.5644282800567663e-07,0.17355371900826447,1.5644282800567666e-07
-17.0,-45,0,2.2977690912865948e-07,0.17355371900826447,2.297769091286595e-07
-17.0,-44,0,3.3541763322498583e-07,0.17355371900826447,3.354176332249859e-07
-17.0,-43,0,4.866247339416607e-07,0.17355371900826447,4.866247339416608e-07
-17.0,-42,0,7.016673217103961e-07,0.17355371900826447,7.016673217103962e-07
-17.0,-41,0,1.00553479960584e-06,0.17355371900826447,1.0055347996058402e-06
-17.0,-40,0,1.4321606693313254e-06,0.17355371900826447,1.4321606693313256e-06
-17.0,-39,0,2.0272866645513803e-06,0.17355371900826447,2.0272866645513807e-06
-17.0,-38,0,2.8521172028175576e-06,0.17355371900826447,2.8521172028175576e-06
-17.0,-37,0,3.9879376219668665e-06,0.17355371900826447,3.987937621966867e-06
-17.0,-36,0,5.541892909527501e-06,0.17355371900826447,5.5418929095275015e-06
-17.0,-35,0,7.654145022632763e-06,0.17355371900826447,7.654145022632764e-06
-17.0,-34,0,1.0506644274429699e-05,0.17355371900826447,1.05066442744297e-05
-17.0,-33,0,1.4333760892559524e-05,0.17355371900826447,1.4333760892559527e-05
-17.0,-32,0,1.943502340101474e-05,0.17355371900826447,1.9435023401014744e-05
-17.0,-31,0,2.6190197037823508e-05,0.17355371900826447,2.619019703782351e-05
-17.0,-30,0,3.507690362258721e-05,0.17355371900826447,3.507690362258722e-05
-17.0,-29,0,4.669092944741083e-05,0.17355371900826447,4.6690929447410836e-05
-17.0,-28,0,6.17692851472606e-05,0.17355371900826447,6.176928514726062e-05
-17.0,-27,0,8.121596667517983e-05,0.17355371900826447,8.121596667517985e-05
-17.0,-26,0,0.0001061302157775864,0.17355371900826447,0.00010613021577758642
-17.0,-25,0,0.00013783688933991048,0.17355371900826447,0.0001378368893399105
-17.0,-24,0,0.00017791831916547953,0.17355371900826447,0.00017791831916547958
-17.0,-23,0,0.0002282467792376568,0.17355371900826447,0.00022824677923765683
-17.0,-22,0,0.000291016381591074,0.17355371900826447,0.00029101638159107407
-17.0,-21,1,0.00036877290368105844,0.17355371900826447,0.0029357462147557066
-17.0,-20,0,0.0004644397229433641,0.17355371900826447,0.0003838344817713753
-17.0,-19,0,0.0005813377159115374,0.17355371900826447,0.00048044439331532016
-17.0,-18,0,0.000723196692042695,0.17355371900826447,0.0005976832165642108
-17.0,-17,0,0.0008941557024680531,0.17355371900826447,0.0007389716549322752
-17.0,-16,0,0.0010987494204288085,0.17355371900826447,0.0009080573722552136
-17.0,-15,0,0.001341877763994615,0.17355371900826447,0.0011089898875988554
-17.0,-14,0,0.001628756053316363,0.17355371900826447,0.0013460793829060851
-17.0,-13,0,0.0019648432920258193,0.17355371900826447,0.001623837431426297
-17.0,-12,0,0.0023557466579985312,0.17355371900826447,0.001946898064461596
-17.0,-11,0,0.002807100996820985,0.17355371900826447,0.0023199181791908967
-17.0,-10,0,0.0033244230350578594,0.17355371900826447,0.002747457053766826
-17.0,-9,0,0.003912941159102949,0.17355371900826447,0.0032338356686801234
-17.0,-8,0,0.00457740291241026,0.17355371900826447,0.0037829776135621983
-17.0,-7,0,0.005321863805483426,0.17355371900826447,0.004398234549986303
-17.0,-6,0,0.0061494625481035015,0.17355371900826447,0.005082200452978101
-17.0,-5,0,0.00706218932479899,0.17355371900826447,0.00583652010313966
-17.0,-4,0,0.008060655152059983,0.17355371900826447,0.006661698472776844
-17.0,-3,2,0.009143871579756727,0.17355371900826447,0.012818869100911916
-17.0,-2,0,0.010309050926716926,0.17355371900826447,0.008519876798939608
-17.0,-1,0,0.011551437772031298,0.17355371900826447,0.009546642786802725
-17.0,0,0,0.01286418247109955,0.17355371900826447,0.010631555761239298
-17.0,1,1,0.014238266959510526,0.17355371900826447,0.01439813799643295
-17.0,2,0,0.015662492005979634,0.17355371900826447,0.012944208269404655
-17.0,3,1,0.017123533368300026,0.17355371900826447,0.016782655689647416
-17.0,4,1,0.018606072022007925,0.17355371900826447,0.018007894246430806
-17.0,5,1,0.02009300083889698,0.17355371900826447,0.019236761037248203
-17.0,6,1,0.021565706900188775,0.17355371900826447,0.020453873484596794
-17.0,7,1,0.02300442518189527,0.17355371900826447,0.02164289685790795
-17.0,8,1,0.02438865582221611,0.17355371900826447,0.022786889122635913
-17.0,9,3,0.025697633767322703,0.17355371900826447,0.029130639517225405
-17.0,10,4,0.026910836495485868,0.17355371900826447,0.03276426161998286
-17.0,11,0,0.0280085129378721,0.17355371900826447,0.023147531353613304
-17.0,12,2,0.028972214825937093,0.17355371900826447,0.029205929634945275
-17.0,13,0,0.02978531064586648,0.17355371900826447,0.0246159592114599
-17.0,14,3,0.030433462271039213,0.17355371900826447,0.03304454737153657
-17.0,15,0,0.03090504522130999,0.17355371900826447,0.025541359687033048
-17.0,16,1,0.031191495350946896,0.17355371900826447,0.028409070551339042
-17.0,17,2,0.0312875675224778,0.17355371900826447,0.03111944426018553
-17.0,18,2,0.031191495350946896,0.17355371900826447,0.031040045771317012
-17.0,19,0,0.03090504522130999,0.17355371900826447,0.025541359687033048
-17.0,20,2,0.03043346227103927,0.17355371900826447,0.030413572151558644
-17.0,21,13,0.029785310645866425,0.17355371900826447,0.0588186370711735
-17.0,22,0,0.028972214825937148,0.17355371900826447,0.028972214825937148
-17.0,23,0,0.0280085129378721,0.17355371900826447,0.028008512937872102
-17.0,24,0,0.026910836495485868,0.17355371900826447,0.026910836495485875
-17.0,25,0,0.025697633767322703,0.17355371900826447,0.025697633767322703
-17.0,26,0,0.024388655822216054,0.17355371900826447,0.024388655822216058
-17.0,27,0,0.02300442518189527,0.17355371900826447,0.023004425181895275
-17.0,28,0,0.021565706900188886,0.17355371900826447,0.02156570690018889
-17.0,29,0,0.02009300083889687,0.17355371900826447,0.020093000838896872
-17.0,30,0,0.018606072022008036,0.17355371900826447,0.01860607202200804
-17.0,31,0,0.01712353336829997,0.17355371900826447,0.017123533368299974
-17.0,32,0,0.015662492005979578,0.17355371900826447,0.01566249200597958
-17.0,33,0,0.014238266959510582,0.17355371900826447,0.014238266959510583
-17.0,34,0,0.01286418247109955,0.17355371900826447,0.012864182471099552
-17.0,35,0,0.01155143777203127,0.17355371900826447,0.011551437772031272
-17.0,36,0,0.010309050926716967,0.17355371900826447,0.010309050926716969
-17.0,37,0,0.009143871579756713,0.17355371900826447,0.009143871579756714
-17.0,38,0,0.008060655152060003,0.17355371900826447,0.008060655152060005
-17.0,39,0,0.007062189324798962,0.17355371900826447,0.007062189324798963
-17.0,40,0,0.006149462548103557,0.17355371900826447,0.006149462548103557
-17.0,41,0,0.0053218638054833844,0.17355371900826447,0.005321863805483385
-17.0,42,0,0.004577402912410267,0.17355371900826447,0.0045774029124102675
-17.0,43,0,0.003912941159102901,0.17355371900826447,0.0039129411591029015
-17.0,44,0,0.0033244230350578663,0.17355371900826447,0.0033244230350578667
-17.0,45,0,0.0028071009968210214,0.17355371900826447,0.002807100996821022
-17.0,46,0,0.0023557466579985364,0.17355371900826447,0.002355746657998537
-17.0,47,0,0.001964843292025842,0.17355371900826447,0.0019648432920258423
-17.0,48,0,0.0016287560533163603,0.17355371900826447,0.0016287560533163605
-17.0,49,0,0.0013418777639946367,0.17355371900826447,0.0013418777639946369
-17.0,50,0,0.0010987494204287573,0.17355371900826447,0.0010987494204287576
-17.0,51,0,0.0008941557024680913,0.17355371900826447,0.0008941557024680914
-17.0,52,0,0.0007231966920426824,0.17355371900826447,0.0007231966920426826
-17.0,53,0,0.0005813377159115118,0.17355371900826447,0.000581337715911512
-17.0,54,0,0.0004644397229434105,0.17355371900826447,0.0004644397229434106
-17.0,55,0,0.0003687729036809806,0.17355371900826447,0.0003687729036809807
-17.0,56,0,0.00029101638159112486,0.17355371900826447,0.0002910163815911249
-17.0,57,0,0.0002282467792376064,0.17355371900826447,0.00022824677923760642
-17.0,58,0,0.00017791831916547096,0.17355371900826447,0.000177918319165471
-17.0,59,0,0.00013783688933999283,0.17355371900826447,0.00013783688933999286
-17.0,60,0,0.00010613021577754456,0.17355371900826447,0.00010613021577754456
-17.0,61,0,8.12159666752077e-05,0.17355371900826447,8.121596667520771e-05
-17.0,62,0,6.176928514722846e-05,0.17355371900826447,6.176928514722847e-05
-17.0,63,0,4.669092944742381e-05,0.17355371900826447,4.6690929447423826e-05
-17.0,64,0,3.507690362258842e-05,0.17355371900826447,3.5076903622588425e-05
-17.0,65,0,2.619019703775649e-05,0.17355371900826447,2.619019703775649e-05
-17.0,66,0,1.943502340107095e-05,0.17355371900826447,1.9435023401070953e-05
-17.0,67,0,1.4333760892548675e-05,0.17355371900826447,1.4333760892548676e-05
-17.0,68,0,1.050664427448833e-05,0.17355371900826447,1.0506644274488332e-05
-17.0,69,0,7.654145022573111e-06,0.17355371900826447,7.654145022573113e-06
-17.0,70,0,5.541892909577406e-06,0.17355371900826447,5.541892909577407e-06
-17.0,71,0,3.9879376219076335e-06,0.17355371900826447,3.987937621907634e-06
-17.0,72,0,2.8521172028561637e-06,0.17355371900826447,2.8521172028561637e-06
-17.0,73,0,2.027286664540995e-06,0.17355371900826447,2.0272866645409952e-06
-17.0,74,0,1.4321606692790922e-06,0.17355371900826447,1.4321606692790925e-06
-17.0,75,0,3.2311800314266392e-06,0.17355371900826447,3.2311800314266397e-06
-14.0,-75,0,1.9260039552469463e-12,0.48717948717948717,1.9260039552469467e-12
-14.0,-74,0,1.4204979360104027e-12,0.48717948717948717,1.4204979360104029e-12
-14.0,-73,0,2.4331669173824324e-12,0.48717948717948717,2.433166917382433e-12
-14.0,-72,0,4.142208649474042e-12,0.48717948717948717,4.142208649474043e-12
-14.0,-71,0,7.008431166251447e-12,0.48717948717948717,7.008431166251447e-12
-14.0,-70,0,1.1785239875286148e-11,0.48717948717948717,1.178523987528615e-11
-14.0,-69,0,1.9696307435842125e-11,0.48717948717948717,1.9696307435842128e-11
-14.0,-68,0,3.271598319747398e-11,0.48717948717948717,3.2715983197473983e-11
-14.0,-67,0,5.400872351982657e-11,0.48717948717948717,5.4008723519826575e-11
-14.0,-66,0,8.861283361152325e-11,0.48717948717948717,8.861283361152326e-11
-14.0,-65,0,1.4449676065905097e-10,0.48717948717948717,1.44496760659051e-10
-14.0,-64,0,2.341792299733926e-10,0.48717948717948717,2.3417922997339264e-10
-14.0,-63,0,3.771962897728685e-10,0.48717948717948717,3.771962897728686e-10
-14.0,-62,0,6.038307523707751e-10,0.48717948717948717,6.038307523707752e-10
-14.0,-61,0,9.607089118463627e-10,0.48717948717948717,9.607089118463629e-10
-14.0,-60,0,1.51913786466446e-09,0.48717948717948717,1.5191378646644603e-09
-14.0,-59,0,2.3874337869756015e-09,0.48717948717948717,2.387433786975602e-09
-14.0,-58,0,3.729016120094217e-09,0.48717948717948717,3.729016120094218e-09
-14.0,-57,0,5.788765598340045e-09,0.48717948717948717,5.788765598340046e-09
-14.0,-56,0,8.931130731824367e-09,0.48717948717948717,8.931130731824369e-09
-14.0,-55,0,1.3694800434078065e-08,0.48717948717948717,1.3694800434078067e-08
-14.0,-54,0,2.0870543017466533e-08,0.48717948717948717,2.087054301746654e-08
-14.0,-53,0,3.1611169946892965e-08,0.48717948717948717,3.161116994689297e-08
-14.0,-52,0,4.7585668037032386e-08,0.48717948717948717,4.758566803703239e-08
-14.0,-51,0,7.119353408672376e-08,0.48717948717948717,7.119353408672377e-08
-14.0,-50,0,1.0586044480358984e-07,0.48717948717948717,1.0586044480358985e-07
-14.0,-49,0,1.5644282800567663e-07,0.48717948717948717,1.5644282800567666e-07
-14.0,-48,0,2.2977690912865948e-07,0.48717948717948717,2.297769091286595e-07
-14.0,-47,0,3.3541763322498583e-07,0.48717948717948717,3.354176332249859e-07
-14.0,-46,0,4.866247339416607e-07,0.48717948717948717,4.866247339416608e-07
-14.0,-45,0,7.016673217103961e-07,0.48717948717948717,7.016673217103962e-07
-14.0,-44,0,1.00553479960584e-06,0.48717948717948717,1.0055347996058402e-06
-14.0,-43,0,1.4321606693313254e-06,0.48717948717948717,1.4321606693313256e-06
-14.0,-42,0,2.0272866645513803e-06,0.48717948717948717,2.0272866645513807e-06
-14.0,-41,0,2.8521172028175576e-06,0.48717948717948717,2.852117202817558e-06
-14.0,-40,0,3.9879376219668665e-06,0.48717948717948717,3.987937621966867e-06
-14.0,-39,0,5.541892909527501e-06,0.48717948717948717,5.5418929095275015e-06
-14.0,-38,0,7.654145022632763e-06,0.48717948717948717,7.654145022632764e-06
-14.0,-37,0,1.0506644274429699e-05,0.48717948717948717,1.05066442744297e-05
-14.0,-36,0,1.4333760892559524e-05,0.48717948717948717,1.4333760892559525e-05
-14.0,-35,0,1.943502340101474e-05,0.48717948717948717,1.9435023401014748e-05
-14.0,-34,0,2.6190197037823508e-05,0.48717948717948717,2.619019703782351e-05
-14.0,-33,0,3.507690362258721e-05,0.48717948717948717,3.507690362258721e-05
-14.0,-32,0,4.669092944741083e-05,0.48717948717948717,4.6690929447410836e-05
-14.0,-31,0,6.17692851472606e-05,0.48717948717948717,6.176928514726062e-05
-14.0,-30,0,8.121596667517983e-05,0.48717948717948717,8.121596667517985e-05
-14.0,-29,0,0.0001061302157775864,0.48717948717948717,0.00010613021577758642
-14.0,-28,0,0.00013783688933991048,0.48717948717948717,0.0001378368893399105
-14.0,-27,0,0.00017791831916547953,0.48717948717948717,0.00017791831916547955
-14.0,-26,0,0.0002282467792376568,0.48717948717948717,0.0002282467792376568
-14.0,-25,0,0.000291016381591074,0.48717948717948717,0.00029101638159107407
-14.0,-24,0,0.00036877290368105844,0.48717948717948717,0.0003687729036810585
