bucket_center,margin,empirical_count,baseline_probability,shrinkage_weight,probability
-14.0,-23,0,0.0004644397229433641,0.48717948717948717,0.00046443972294336417
-14.0,-22,0,0.0005813377159115374,0.48717948717948717,0.0005813377159115375
-14.0,-21,0,0.000723196692042695,0.48717948717948717,0.0003708700984834333
-14.0,-20,0,0.0008941557024680531,0.48717948717948717,0.0004585413858810529
-14.0,-19,0,0.0010987494204288085,0.48717948717948717,0.0005634612412455429
-14.0,-18,3,0.001341877763994615,0.48717948717948717,0.0062202425750082285
-14.0,-17,1,0.001628756053316363,0.48717948717948717,0.0026792928918325668
-14.0,-16,0,0.0019648432920258193,0.48717948717948717,0.0010076119446286256
-14.0,-15,1,0.0023557466579985312,0.48717948717948717,0.0030521085865413715
-14.0,-14,0,0.002807100996820985,0.48717948717948717,0.0014395389727287103
-14.0,-13,0,0.0033244230350578594,0.48717948717948717,0.0017048323256706969
-14.0,-12,0,0.003912941159102949,0.48717948717948717,0.0020066364918476663
-14.0,-11,0,0.00457740291241026,0.48717948717948717,0.0023473861089283385
-14.0,-10,2,0.005321863805483426,0.48717948717948717,0.006417227680511647
-14.0,-9,0,0.0061494625481035015,0.48717948717948717,0.0031535705374889753
-14.0,-8,1,0.00706218932479899,0.48717948717948717,0.0054656689284903245
-14.0,-7,1,0.008060655152059983,0.48717948717948717,0.005977702686060064
-14.0,-6,0,0.009143871579756727,0.48717948717948717,0.0046891649126957575
-14.0,-5,0,0.010309050926716926,0.48717948717948717,0.005286692782931757
-14.0,-4,1,0.011551437772031298,0.48717948717948717,0.007767847619378687
-14.0,-3,4,0.01286418247109955,0.48717948717948717,0.013973150161091344
-14.0,-2,3,0.014238266959510526,0.48717948717948717,0.012833775495785616
-14.0,-1,3,0.015662492005979634,0.48717948717948717,0.013564147314487724
-14.0,0,1,0.017123533368300026,0.48717948717948717,0.010625332540542138
-14.0,1,3,0.018606072022007925,0.48717948717948717,0.015073675527835565
-14.0,2,4,0.02009300083889698,0.48717948717948717,0.017680236503551567
-14.0,3,17,0.021565706900188775,0.48717948717948717,0.04240790428618472
-14.0,4,6,0.02300442518189527,0.48717948717948717,0.022861341382788784
-14.0,5,2,0.02438865582221611,0.48717948717948717,0.016195069740374563
-14.0,6,8,0.025697633767322703,0.48717948717948717,0.027930540745322995
-14.0,7,12,0.026910836495485868,0.48717948717948717,0.0359288294997803
-14.0,8,5,0.0280085129378721,0.48717948717948717,0.023583506854696314
-14.0,9,5,0.028972214825937093,0.48717948717948717,0.0240777129511399
-14.0,10,4,0.02978531064586648,0.48717948717948717,0.02265065178917695
-14.0,11,2,0.030433462271039213,0.48717948717948717,0.01929497048336077
-14.0,12,2,0.03090504522130999,0.48717948717948717,0.01953680789375604
-14.0,13,4,0.031191495350946896,0.48717948717948717,0.02337177215075665
-14.0,14,11,0.0312875675224778,0.48717948717948717,0.036329273572208394
-14.0,15,3,0.031191495350946896,0.48717948717948717,0.021527738773445295
-14.0,16,4,0.03090504522130999,0.48717948717948717,0.02322487464837875
-14.0,17,8,0.03043346227103927,0.48717948717948717,0.030359170747228926
-14.0,18,3,0.029785310645866425,0.48717948717948717,0.02080661841186557
-14.0,19,4,0.028972214825937148,0.48717948717948717,0.022233679573828574
-14.0,20,2,0.0280085129378721,0.48717948717948717,0.018051406722762252
-14.0,21,60,0.026910836495485868,0.48717948717948717,0.12444243161072532
-14.0,22,0,0.025697633767322703,0.48717948717948717,0.025697633767322706
-14.0,23,0,0.024388655822216054,0.48717948717948717,0.024388655822216058
-14.0,24,0,0.02300442518189527,0.48717948717948717,0.023004425181895275
-14.0,25,0,0.021565706900188886,0.48717948717948717,0.02156570690018889
-14.0,26,0,0.02009300083889687,0.48717948717948717,0.020093000838896872
-14.0,27,0,0.018606072022008036,0.48717948717948717,0.01860607202200804
-14.0,28,0,0.01712353336829997,0.48717948717948717,0.017123533368299974
-14.0,29,0,0.015662492005979578,0.48717948717948717,0.01566249200597958
-14.0,30,0,0.014238266959510582,0.48717948717948717,0.014238266959510583
-14.0,31,0,0.01286418247109955,0.48717948717948717,0.012864182471099552
-14.0,32,0,0.01155143777203127,0.48717948717948717,0.011551437772031272
-14.0,33,0,0.010309050926716967,0.48717948717948717,0.010309050926716969
-14.0,34,0,0.009143871579756713,0.48717948717948717,0.009143871579756714
-14.0,35,0,0.008060655152060003,0.48717948717948717,0.008060655152060005
-14.0,36,0,0.007062189324798962,0.48717948717948717,0.007062189324798963
-14.0,37,0,0.006149462548103557,0.48717948717948717,0.006149462548103558
-14.0,38,0,0.0053218638054833844,0.48717948717948717,0.005321863805483386
-14.0,39,0,0.004577402912410267,0.48717948717948717,0.0045774029124102675
-14.0,40,0,0.003912941159102901,0.48717948717948717,0.0039129411591029015
-14.0,41,0,0.0033244230350578663,0.48717948717948717,0.0033244230350578667
-14.0,42,0,0.0028071009968210214,0.48717948717948717,0.002807100996821022
-14.0,43,0,0.0023557466579985364,0.48717948717948717,0.002355746657998537
-14.0,44,0,0.001964843292025842,0.48717948717948717,0.0019648432920258423
-14.0,45,0,0.0016287560533163603,0.48717948717948717,0.0016287560533163605
-14.0,46,0,0.0013418777639946367,0.48717948717948717,0.0013418777639946367
-14.0,47,0,0.0010987494204287573,0.48717948717948717,0.0010987494204287576
-14.0,48,0,0.0008941557024680913,0.48717948717948717,0.0008941557024680914
-14.0,49,0,0.0007231966920426824,0.48717948717948717,0.0007231966920426826
-14.0,50,0,0.0005813377159115118,0.48717948717948717,0.000581337715911512
-14.0,51,0,0.0004644397229434105,0.48717948717948717,0.00046443972294341057
-14.0,52,0,0.0003687729036809806,0.48717948717948717,0.00036877290368098064
-14.0,53,0,0.00029101638159112486,0.48717948717948717,0.0002910163815911249
-14.0,54,0,0.0002282467792376064,0.48717948717948717,0.00022824677923760642
-14.0,55,0,0.00017791831916547096,0.48717948717948717,0.000177918319165471
-14.0,56,0,0.00013783688933999283,0.48717948717948717,0.00013783688933999283
-14.0,57,0,0.00010613021577754456,0.48717948717948717,0.00010613021577754457
-14.0,58,0,8.12159666752077e-05,0.48717948717948717,8.121596667520771e-05
-14.0,59,0,6.176928514722846e-05,0.48717948717948717,6.176928514722847e-05
-14.0,60,0,4.669092944742381e-05,0.48717948717948717,4.669092944742381e-05
-14.0,61,0,3.507690362258842e-05,0.48717948717948717,3.5076903622588425e-05
-14.0,62,0,2.619019703775649e-05,0.48717948717948717,2.6190197037756494e-05
-14.0,63,0,1.943502340107095e-05,0.48717948717948717,1.9435023401070953e-05
-14.0,64,0,1.4333760892548675e-05,0.48717948717948717,1.4333760892548676e-05
-14.0,65,0,1.050664427448833e-05,0.48717948717948717,1.0506644274488332e-05
-14.0,66,0,7.654145022573111e-06,0.48717948717948717,7.654145022573113e-06
-14.0,67,0,5.541892909577406e-06,0.48717948717948717,5.541892909577407e-06
-14.0,68,0,3.9879376219076335e-06,0.48717948717948717,3.987937621907634e-06
-14.0,69,0,2.8521172028561637e-06,0.48717948717948717,2.852117202856164e-06
-14.0,70,0,2.027286664540995e-06,0.48717948717948717,2.0272866645409952e-06
-14.0,71,0,1.4321606692790922e-06,0.48717948717948717,1.4321606692790925e-06
-14.0,72,0,1.0055347996473785e-06,0.48717948717948717,1.0055347996473787e-06
-14.0,73,0,7.016673216897473e-07,0.48717948717948717,7.016673216897474e-07
-14.0,74,0,4.866247339530005e-07,0.48717948717948717,4.866247339530006e-07
-14.0,75,0,1.037353176136513e-06,0.48717948717948717,1.0373531761365131e-06
-11.0,-75,0,9.921877458113824e-12,0.6409335727109515,9.92187745811382e-12
-11.0,-74,0,7.008431166251447e-12,0.6409335727109515,7.008431166251445e-12
-11.0,-73,0,1.1785239875286148e-11,0.6409335727109515,1.1785239875286145e-11
-11.0,-72,0,1.9696307435842125e-11,0.6409335727109515,1.969630743584212e-11
-11.0,-71,0,3.271598319747398e-11,0.6409335727109515,3.271598319747397e-11
-11.0,-70,0,5.400872351982657e-11,0.6409335727109515,5.400872351982655e-11
-11.0,-69,0,8.861283361152325e-11,0.6409335727109515,8.861283361152322e-11
-11.0,-68,0,1.4449676065905097e-10,0.6409335727109515,1.4449676065905094e-10
-11.0,-67,0,2.341792299733926e-10,0.6409335727109515,2.341792299733925e-10
-11.0,-66,0,3.771962897728685e-10,0.6409335727109515,3.771962897728684e-10
-11.0,-65,0,6.038307523707751e-10,0.6409335727109515,6.038307523707749e-10
-11.0,-64,0,9.607089118463627e-10,0.6409335727109515,9.607089118463624e-10
-11.0,-63,0,1.51913786466446e-09,0.6409335727109515,1.5191378646644597e-09
-11.0,-62,0,2.3874337869756015e-09,0.6409335727109515,2.387433786975601e-09
-11.0,-61,0,3.729016120094217e-09,0.6409335727109515,3.729016120094216e-09
-11.0,-60,0,5.788765598340045e-09,0.6409335727109515,5.788765598340043e-09
-11.0,-59,0,8.931130731824367e-09,0.6409335727109515,8.931130731824364e-09
-11.0,-58,0,1.3694800434078065e-08,0.6409335727109515,1.3694800434078062e-08
-11.0,-57,0,2.0870543017466533e-08,0.6409335727109515,2.0870543017466526e-08
-11.0,-56,0,3.1611169946892965e-08,0.6409335727109515,3.161116994689296e-08
-11.0,-55,0,4.7585668037032386e-08,0.6409335727109515,4.758566803703237e-08
-11.0,-54,0,7.119353408672376e-08,0.6409335727109515,7.119353408672375e-08
-11.0,-53,0,1.0586044480358984e-07,0.6409335727109515,1.0586044480358981e-07
-11.0,-52,0,1.5644282800567663e-07,0.6409335727109515,1.5644282800567658e-07
-11.0,-51,0,2.2977690912865948e-07,0.6409335727109515,2.297769091286594e-07
-11.0,-50,0,3.3541763322498583e-07,0.6409335727109515,3.354176332249858e-07
-11.0,-49,0,4.866247339416607e-07,0.6409335727109515,4.866247339416606e-07
-11.0,-48,0,7.016673217103961e-07,0.6409335727109515,7.016673217103959e-07
-11.0,-47,0,1.00553479960584e-06,0.6409335727109515,1.0055347996058398e-06
-11.0,-46,0,1.4321606693313254e-06,0.6409335727109515,1.432160669331325e-06
-11.0,-45,0,2.0272866645513803e-06,0.6409335727109515,2.02728666455138e-06
-11.0,-44,0,2.8521172028175576e-06,0.6409335727109515,2.852117202817557e-06
-11.0,-43,0,3.9879376219668665e-06,0.6409335727109515,3.987937621966866e-06
-11.0,-42,0,5.541892909527501e-06,0.6409335727109515,5.541892909527499e-06
-11.0,-41,0,7.654145022632763e-06,0.6409335727109515,7.654145022632761e-06
-11.0,-40,0,1.0506644274429699e-05,0.6409335727109515,1.0506644274429695e-05
-11.0,-39,0,1.4333760892559524e-05,0.6409335727109515,1.433376089255952e-05
-11.0,-38,0,1.943502340101474e-05,0.6409335727109515,1.9435023401014737e-05
-11.0,-37,0,2.6190197037823508e-05,0.6409335727109515,2.61901970378235e-05
-11.0,-36,0,3.507690362258721e-05,0.6409335727109515,3.50769036225872e-05
-11.0,-35,0,4.669092944741083e-05,0.6409335727109515,4.6690929447410815e-05
-11.0,-34,0,6.17692851472606e-05,0.6409335727109515,6.176928514726058e-05
-11.0,-33,0,8.121596667517983e-05,0.6409335727109515,8.12159666751798e-05
-11.0,-32,0,0.0001061302157775864,0.6409335727109515,0.00010613021577758638
-11.0,-31,0,0.00013783688933991048,0.6409335727109515,0.00013783688933991046
-11.0,-30,0,0.00017791831916547953,0.6409335727109515,0.00017791831916547947
-11.0,-29,0,0.0002282467792376568,0.6409335727109515,0.00022824677923765672
-11.0,-28,0,0.000291016381591074,0.6409335727109515,0.00029101638159107396
-11.0,-27,0,0.00036877290368105844,0.6409335727109515,0.00036877290368105833
-11.0,-26,0,0.0004644397229433641,0.6409335727109515,0.00046443972294336395
-11.0,-25,0,0.0005813377159115374,0.6409335727109515,0.0005813377159115373
-11.0,-24,0,0.000723196692042695,0.6409335727109515,0.0007231966920426948
-11.0,-23,0,0.0008941557024680531,0.6409335727109515,0.0008941557024680529
-11.0,-22,0,0.0010987494204288085,0.6409335727109515,0.0010987494204288083
-11.0,-21,1,0.001341877763994615,0.6409335727109515,0.001899323488163099
-11.0,-20,4,0.001628756053316363,0.6409335727109515,0.006254832551337459
-11.0,-19,0,0.0019648432920258193,0.6409335727109515,0.0007055092610505635
-11.0,-18,0,0.0023557466579985312,0.6409335727109515,0.0008458695360856487
-11.0,-17,0,0.002807100996820985,0.6409335727109515,0.0010079357259680378
-11.0,-16,2,0.0033244230350578594,0.6409335727109515,0.004028689169169511
-11.0,-15,0,0.003912941159102949,0.6409335727109515,0.0014050058021913643
-11.0,-14,2,0.00457740291241026,0.6409335727109515,0.004478592177195508
-11.0,-13,4,0.005321863805483426,0.6409335727109515,0.007580903557501574
-11.0,-12,0,0.0061494625481035015,0.6409335727109515,0.0022080655468953328
-11.0,-11,2,0.00706218932479899,0.6409335727109515,0.005370795556868302
-11.0,-10,2,0.008060655152059983,0.6409335727109515,0.005729311114233111
-11.0,-9,3,0.009143871579756727,0.6409335727109515,0.007535758000493923
-11.0,-8,6,0.010309050926716926,0.6409335727109515,0.012206635486518713
-11.0,-7,4,0.011551437772031298,0.6409335727109515,0.009817734425202784
-11.0,-6,5,0.01286418247109955,0.6409335727109515,0.011706597207826795
-11.0,-5,3,0.014238266959510526,0.6409335727109515,0.009364984348699954
-11.0,-4,6,0.015662492005979634,0.6409335727109515,0.014128876448552003
-11.0,-3,10,0.017123533368300026,0.6409335727109515,0.02032348828498965
-11.0,-2,6,0.018606072022007925,0.6409335727109515,0.01518581720834672
-11.0,-1,2,0.02009300083889698,0.6409335727109515,0.010049722491912464
-11.0,0,0,0.021565706900188775,0.6409335727109515,0.007743521328613565
-11.0,1,5,0.02300442518189527,0.6409335727109515,0.015347617929836032
-11.0,2,12,0.02438865582221611,0.6409335727109515,0.02576715031550862
-11.0,3,29,0.025697633767322703,0.6409335727109515,0.0503346643206361
-11.0,4,8,0.026910836495485868,0.6409335727109515,0.021002779784489334
-11.0,5,7,0.0280085129378721,0.6409335727109515,0.019979418309389377
-11.0,6,9,0.028972214825937093,0.6409335727109515,0.02316045177048245
-11.0,7,22,0.02978531064586648,0.6409335727109515,0.04187991021821832
-11.0,8,8,0.030433462271039213,0.6409335727109515,0.02226763643639359
-11.0,9,5,0.03090504522130999,0.6409335727109515,0.018184465340756937
-11.0,10,22,0.031191495350946896,0.6409335727109515,0.042384823936380045
-11.0,11,5,0.0312875675224778,0.6409335727109515,0.01832181625679565
-11.0,12,7,0.031191495350946896,0.6409335727109515,0.021122320432576017
-11.0,13,4,0.03090504522130999,0.6409335727109515,0.01676696510717
-11.0,14,19,0.03043346227103927,0.6409335727109515,0.03786013900584989
-11.0,15,4,0.029785310645866425,0.6409335727109515,0.016364906013653462
-11.0,16,5,0.028972214825937148,0.6409335727109515,0.01749045083613473
-11.0,17,11,0.0280085129378721,0.6409335727109515,0.025649419243737117
-11.0,18,11,0.026910836495485868,0.6409335727109515,0.02525528048525014
-11.0,19,8,0.025697633767322703,0.6409335727109515,0.020567159415310458
-11.0,20,8,0.024388655822216054,0.6409335727109515,0.020097149381160855
-11.0,21,86,0.02300442518189527,0.6409335727109515,0.13016513685037778
-11.0,22,0,0.021565706900188886,0.6409335727109515,0.02156570690018888
-11.0,23,0,0.02009300083889687,0.6409335727109515,0.020093000838896865
-11.0,24,0,0.018606072022008036,0.6409335727109515,0.01860607202200803
-11.0,25,0,0.01712353336829997,0.6409335727109515,0.017123533368299967
-11.0,26,0,0.015662492005979578,0.6409335727109515,0.01566249200597957
-11.0,27,0,0.014238266959510582,0.6409335727109515,0.014238266959510578
-11.0,28,0,0.01286418247109955,0.6409335727109515,0.012864182471099547
-11.0,29,0,0.01155143777203127,0.6409335727109515,0.011551437772031267
-11.0,30,0,0.010309050926716967,0.6409335727109515,0.010309050926716964
-11.0,31,0,0.009143871579756713,0.6409335727109515,0.00914387157975671
-11.0,32,0,0.008060655152060003,0.6409335727109515,0.008060655152060002
-11.0,33,0,0.007062189324798962,0.6409335727109515,0.007062189324798959
-11.0,34,0,0.006149462548103557,0.6409335727109515,0.006149462548103555
-11.0,35,0,0.0053218638054833844,0.6409335727109515,0.005321863805483384
-11.0,36,0,0.004577402912410267,0.6409335727109515,0.004577402912410266
-11.0,37,0,0.003912941159102901,0.6409335727109515,0.0039129411591029
-11.0,38,0,0.0033244230350578663,0.6409335727109515,0.003324423035057865
-11.0,39,0,0.0028071009968210214,0.6409335727109515,0.0028071009968210206
-11.0,40,0,0.0023557466579985364,0.6409335727109515,0.0023557466579985356
-11.0,41,0,0.001964843292025842,0.6409335727109515,0.0019648432920258414
-11.0,42,0,0.0016287560533163603,0.6409335727109515,0.0016287560533163599
-11.0,43,0,0.0013418777639946367,0.6409335727109515,0.0013418777639946362
-11.0,44,0,0.0010987494204287573,0.6409335727109515,0.001098749420428757
-11.0,45,0,0.0008941557024680913,0.6409335727109515,0.0008941557024680911
-11.0,46,0,0.0007231966920426824,0.6409335727109515,0.0007231966920426823
-11.0,47,0,0.0005813377159115118,0.6409335727109515,0.0005813377159115116
-11.0,48,0,0.0004644397229434105,0.6409335727109515,0.0004644397229434104
-11.0,49,0,0.0003687729036809806,0.6409335727109515,0.00036877290368098054
-11.0,50,0,0.00029101638159112486,0.6409335727109515,0.0002910163815911248
-11.0,51,0,0.0002282467792376064,0.6409335727109515,0.00022824677923760636
-11.0,52,0,0.00017791831916547096,0.6409335727109515,0.0001779183191654709
-11.0,53,0,0.00013783688933999283,0.6409335727109515,0.0001378368893399928
-11.0,54,0,0.00010613021577754456,0.6409335727109515,0.00010613021577754454
-11.0,55,0,8.12159666752077e-05,0.6409335727109515,8.121596667520768e-05
-11.0,56,0,6.176928514722846e-05,0.6409335727109515,6.176928514722845e-05
-11.0,57,0,4.669092944742381e-05,0.6409335727109515,4.66909294474238e-05
-11.0,58,0,3.507690362258842e-05,0.6409335727109515,3.507690362258841e-05
-11.0,59,0,2.619019703775649e-05,0.6409335727109515,2.6190197037756484e-05
-11.0,60,0,1.943502340107095e-05,0.6409335727109515,1.9435023401070943e-05
-11.0,61,0,1.4333760892548675e-05,0.6409335727109515,1.433376089254867e-05
-11.0,62,0,1.050664427448833e-05,0.6409335727109515,1.0506644274488327e-05
-11.0,63,0,7.654145022573111e-06,0.6409335727109515,7.65414502257311e-06
-11.0,64,0,5.541892909577406e-06,0.6409335727109515,5.541892909577404e-06
-11.0,65,0,3.9879376219076335e-06,0.6409335727109515,3.987937621907633e-06
-11.0,66,0,2.8521172028561637e-06,0.6409335727109515,2.852117202856163e-06
-11.0,67,0,2.027286664540995e-06,0.6409335727109515,2.0272866645409944e-06
-11.0,68,0,1.4321606692790922e-06,0.6409335727109515,1.432160669279092e-06
-11.0,69,0,1.0055347996473785e-06,0.6409335727109515,1.0055347996473783e-06
-11.0,70,0,7.016673216897473e-07,0.6409335727109515,7.016673216897471e-07
-11.0,71,0,4.866247339530005e-07,0.6409335727109515,4.866247339530004e-07
-11.0,72,0,3.3541763322375573e-07,0.6409335727109515,3.354176332237556e-07
-11.0,73,0,2.2977690916636817e-07,0.6409335727109515,2.297769091663681e-07
-11.0,74,0,1.5644282802540488e-07,0.6409335727109515,1.5644282802540483e-07
-11.0,75,0,3.157158057209841e-07,0.6409335727109515,3.15715805720984e-07
-8.0,-75,0,4.8411855935493544e-11,0.806949806949807,4.841185593549355e-11
-8.0,-74,0,3.271598319747398e-11,0.806949806949807,3.2715983197473983e-11
-8.0,-73,0,5.400872351982657e-11,0.806949806949807,5.4008723519826575e-11
-8.0,-72,0,8.861283361152325e-11,0.806949806949807,8.861283361152326e-11
-8.0,-71,0,1.4449676065905097e-10,0.806949806949807,1.44496760659051e-10
-8.0,-70,0,2.341792299733926e-10,0.806949806949807,2.3417922997339264e-10
-8.0,-69,0,3.771962897728685e-10,0.806949806949807,3.771962897728686e-10
-8.0,-68,0,6.038307523707751e-10,0.806949806949807,6.038307523707753e-10
-8.0,-67,0,9.607089118463627e-10,0.806949806949807,9.607089118463629e-10
-8.0,-66,0,1.51913786466446e-09,0.806949806949807,1.5191378646644603e-09
-8.0,-65,0,2.3874337869756015e-09,0.806949806949807,2.387433786975602e-09
-8.0,-64,0,3.729016120094217e-09,0.806949806949807,3.729016120094218e-09
-8.0,-63,0,5.788765598340045e-09,0.806949806949807,5.7887655983400465e-09
-8.0,-62,0,8.931130731824367e-09,0.806949806949807,8.931130731824369e-09
-8.0,-61,0,1.3694800434078065e-08,0.806949806949807,1.3694800434078068e-08
-8.0,-60,0,2.0870543017466533e-08,0.806949806949807,2.0870543017466536e-08
-8.0,-59,0,3.1611169946892965e-08,0.806949806949807,3.161116994689297e-08
-8.0,-58,0,4.7585668037032386e-08,0.806949806949807,4.758566803703239e-08
-8.0,-57,0,7.119353408672376e-08,0.806949806949807,7.119353408672377e-08
-8.0,-56,0,1.0586044480358984e-07,0.806949806949807,1.0586044480358986e-07
-8.0,-55,0,1.5644282800567663e-07,0.806949806949807,1.5644282800567666e-07
-8.0,-54,0,2.2977690912865948e-07,0.806949806949807,2.297769091286595e-07
-8.0,-53,0,3.3541763322498583e-07,0.806949806949807,3.3541763322498594e-07
-8.0,-52,0,4.866247339416607e-07,0.806949806949807,4.866247339416608e-07
-8.0,-51,0,7.016673217103961e-07,0.806949806949807,7.016673217103962e-07
-8.0,-50,0,1.00553479960584e-06,0.806949806949807,1.0055347996058402e-06
-8.0,-49,0,1.4321606693313254e-06,0.806949806949807,1.4321606693313256e-06
-8.0,-48,0,2.0272866645513803e-06,0.806949806949807,2.0272866645513807e-06
-8.0,-47,0,2.8521172028175576e-06,0.806949806949807,2.8521172028175576e-06
-8.0,-46,0,3.9879376219668665e-06,0.806949806949807,3.987937621966867e-06
-8.0,-45,0,5.541892909527501e-06,0.806949806949807,5.5418929095275015e-06
-8.0,-44,0,7.654145022632763e-06,0.806949806949807,7.654145022632764e-06
-8.0,-43,0,1.0506644274429699e-05,0.806949806949807,1.05066442744297e-05
-8.0,-42,0,1.4333760892559524e-05,0.806949806949807,1.4333760892559525e-05
-8.0,-41,0,1.943502340101474e-05,0.806949806949807,1.9435023401014744e-05
-8.0,-40,0,2.6190197037823508e-05,0.806949806949807,2.619019703782351e-05
-8.0,-39,0,3.507690362258721e-05,0.806949806949807,3.507690362258722e-05
-8.0,-38,0,4.669092944741083e-05,0.806949806949807,4.6690929447410836e-05
-8.0,-37,0,6.17692851472606e-05,0.806949806949807,6.176928514726062e-05
-8.0,-36,0,8.121596667517983e-05,0.806949806949807,8.121596667517985e-05
-8.0,-35,0,0.0001061302157775864,0.806949806949807,0.00010613021577758643
-8.0,-34,0,0.00013783688933991048,0.806949806949807,0.0001378368893399105
-8.0,-33,0,0.00017791831916547953,0.806949806949807,0.00017791831916547958
-8.0,-32,0,0.0002282467792376568,0.806949806949807,0.00022824677923765683
-8.0,-31,0,0.000291016381591074,0.806949806949807,0.00029101638159107407
-8.0,-30,0,0.00036877290368105844,0.806949806949807,0.0003687729036810585
-8.0,-29,0,0.0004644397229433641,0.806949806949807,0.00046443972294336417
-8.0,-28,0,0.0005813377159115374,0.806949806949807,0.0005813377159115375
-8.0,-27,0,0.000723196692042695,0.806949806949807,0.000723196692042695
-8.0,-26,0,0.0008941557024680531,0.806949806949807,0.0008941557024680532
-8.0,-25,0,0.0010987494204288085,0.806949806949807,0.0010987494204288087
-8.0,-24,0,0.001341877763994615,0.806949806949807,0.001341877763994615
-8.0,-23,0,0.001628756053316363,0.806949806949807,0.0016287560533163631
-8.0,-22,0,0.0019648432920258193,0.806949806949807,0.0019648432920258197
-8.0,-21,20,0.0023557466579985312,0.806949806949807,0.016765142844395085
-8.0,-20,2,0.002807100996820985,0.806949806949807,0.0021729479390767926
-8.0,-19,2,0.0033244230350578594,0.806949806949807,0.0022728170584275405
-8.0,-18,1,0.003912941159102949,0.806949806949807,0.0015709123210234264
-8.0,-17,5,0.00457740291241026,0.806949806949807,0.004961259890232096
-8.0,-16,4,0.005321863805483426,0.806949806949807,0.004289459934493634
-8.0,-15,5,0.0061494625481035015,0.806949806949807,0.005264746306389093
-8.0,-14,5,0.00706218932479899,0.806949806949807,0.005440948386832237
-8.0,-13,4,0.008060655152059983,0.806949806949807,0.004818184132674437
-8.0,-12,3,0.009143871579756727,0.806949806949807,0.004211780998291878
-8.0,-11,5,0.010309050926716926,0.806949806949807,0.006067755645889754
-8.0,-10,5,0.011551437772031298,0.806949806949807,0.006307598666220713
-8.0,-9,3,0.01286418247109955,0.806949806949807,0.004929987734072346
-8.0,-8,5,0.014238266959510526,0.806949806949807,0.006826291559556471
-8.0,-7,22,0.015662492005979634,0.806949806949807,0.020965049152421703
-8.0,-6,16,0.017123533368300026,0.806949806949807,0.016353993820284643
-8.0,-5,6,0.018606072022007925,0.806949806949807,0.00848501544494176
-8.0,-4,12,0.02009300083889698,0.806949806949807,0.013665176989281425
-8.0,-3,42,0.021565706900188775,0.806949806949807,0.03841503142465668
-8.0,-2,10,0.02300442518189527,0.806949806949807,0.012596191471019164
-8.0,-1,9,0.02438865582221611,0.806949806949807,0.01204789918849454
-8.0,0,1,0.025697633767322703,0.806949806949807,0.005776451434579363
-8.0,1,16,0.026910836495485868,0.806949806949807,0.018243434578428624
-8.0,2,16,0.0280085129378721,0.806949806949807,0.018455341227537937
-8.0,3,63,0.028972214825937093,0.806949806949807,0.05697074298170585
-8.0,4,22,0.02978531064586648,0.806949806949807,0.023691462017264724
-8.0,5,15,0.030433462271039213,0.806949806949807,0.018107959889578227
-8.0,6,37,0.03090504522130999,0.806949806949807,0.036140401116187416
-8.0,7,54,0.031191495350946896,0.806949806949807,0.050059511041710525
-8.0,8,20,0.0312875675224778,0.806949806949807,0.02235043644757641
-8.0,9,6,0.031191495350946896,0.806949806949807,0.010914633848211834
-8.0,10,30,0.03090504522130999,0.806949806949807,0.030431773192135518
-8.0,11,13,0.03043346227103927,0.806949806949807,0.016476923339849125
-8.0,12,13,0.029785310645866425,0.806949806949807,0.01635179754348371
-8.0,13,21,0.028972214825937148,0.806949806949807,0.02271897543739451
-8.0,14,45,0.0280085129378721,0.806949806949807,0.04210537119861006
-8.0,15,13,0.026910836495485868,0.806949806949807,0.01579687975383496
-8.0,16,15,0.025697633767322703,0.806949806949807,0.017193707282683147
-8.0,17,24,0.024388655822216054,0.806949806949807,0.02428067331146287
-8.0,18,21,0.02300442518189527,0.806949806949807,0.021566892494529283
-8.0,19,10,0.021565706900188886,0.806949806949807,0.012318446628990903
-8.0,20,20,0.02009300083889687,0.806949806949807,0.020189323188197852
-8.0,21,175,0.018606072022008036,0.806949806949807,0.14630760389705177
-8.0,22,0,0.01712353336829997,0.806949806949807,0.017123533368299974
-8.0,23,0,0.015662492005979578,0.806949806949807,0.01566249200597958
-8.0,24,0,0.014238266959510582,0.806949806949807,0.014238266959510583
-8.0,25,0,0.01286418247109955,0.806949806949807,0.012864182471099552
-8.0,26,0,0.01155143777203127,0.806949806949807,0.011551437772031272
-8.0,27,0,0.010309050926716967,0.806949806949807,0.010309050926716969
-8.0,28,0,0.009143871579756713,0.806949806949807,0.009143871579756714
-8.0,29,0,0.008060655152060003,0.806949806949807,0.008060655152060005
-8.0,30,0,0.007062189324798962,0.806949806949807,0.007062189324798964
-8.0,31,0,0.006149462548103557,0.806949806949807,0.006149462548103557
-8.0,32,0,0.0053218638054833844,0.806949806949807,0.0053218638054833844
-8.0,33,0,0.004577402912410267,0.806949806949807,0.0045774029124102675
-8.0,34,0,0.003912941159102901,0.806949806949807,0.0039129411591029015
-8.0,35,0,0.0033244230350578663,0.806949806949807,0.0033244230350578667
-8.0,36,0,0.0028071009968210214,0.806949806949807,0.002807100996821022
-8.0,37,0,0.0023557466579985364,0.806949806949807,0.002355746657998537
-8.0,38,0,0.001964843292025842,0.806949806949807,0.0019648432920258423
-8.0,39,0,0.0016287560533163603,0.806949806949807,0.0016287560533163605
