season,week,market,n,model_log_loss,market_log_loss,model_brier,market_brier,model_correct_sum
2025,1,moneyline,16,0.555617411808832,0.555617411808832,0.18383046221029725,0.18383046221029725,13.0
2025,1,ats,16,0.6969504788377853,0.6969504788377853,0.25190108776700876,0.25190108776700876,7.0
2025,1,total,16,0.6931471805599453,0.6931471805599453,0.25,0.25,12.0
